MANBLCKPSRID,MAVBLCKSCTN,MANSEQNUMBER,MANFROMKM,MANTOKM,MAVFROMSUBKM,MAVTOSUBKM,MACKMOHEFLAG,MAVGRADETYPE,MANGRADEVALUE,MAVREMARKS,MADMDFYTIME,MAVMDFYBY,MAVAUTHORITY,MACSTATUS,MANDISTANCE,MANTIMELOSSPSGR,MANTIMELOSSGOODS
69231,NML-VZM,2,815,815,58,95,K,LEVEL,0,,05-Dec-19,WATDVSN1,Zone,O,370,0,0
69232,NML-VZM,2,815,816,95,20,K,FALL,300,,05-Dec-19,WATDVSN1,Zone,O,250,0,0
69233,NML-VZM,2,816,816,20,42,K,FALL,350,,05-Dec-19,WATDVSN1,Zone,O,220,0,0
69234,NML-VZM,2,816,816,42,57,K,FALL,200,,05-Dec-19,WATDVSN1,Zone,O,150,0,0
69235,NML-VZM,2,816,817,57,79,K,FALL,600,,05-Dec-19,WATDVSN1,Zone,O,1220,0,0
69236,NML-VZM,2,806,806,44,72,K,LEVEL,0,,05-Dec-19,WATDVSN1,Zone,O,280,0,0
69237,NML-VZM,2,806,806,72,97,K,FALL,448,,05-Dec-19,WATDVSN1,Zone,O,250,0,0
69238,NML-VZM,2,806,807,97,13,K,LEVEL,0,,05-Dec-19,WATDVSN1,Zone,O,160,0,0
69239,NML-VZM,2,807,807,13,78,K,FALL,439,,05-Dec-19,WATDVSN1,Zone,O,650,0,0
69240,NML-VZM,2,807,808,78,44,K,FALL,3000,,05-Dec-19,WATDVSN1,Zone,O,660,0,0
