MANBLCKPSRID,MAVBLCKSCTN,MANSEQNUMBER,MANFROMKM,MANTOKM,MAVFROMSUBKM,MAVTOSUBKM,MACKMOHEFLAG,MAVGRADETYPE,MANGRADEVALUE,MAVREMARKS,MADMDFYTIME,MAVMDFYBY,MAVAUTHORITY,MACSTATUS,MANDISTANCE,MANTIMELOSSPSGR,MANTIMELOSSGOODS
70458,PUN-PSA,1,681,681,85,70,K,FALL,150,,05-Dec-19,WATDVSN1,Zone,O,150,0,0
70459,PUN-PSA,1,681,681,70,62,K,LEVEL,0,,05-Dec-19,WATDVSN1,Zone,O,80,0,0
70460,PUN-PSA,1,681,681,62,52,K,RISE,200,,05-Dec-19,WATDVSN1,Zone,O,100,0,0
70461,PUN-PSA,1,681,681,52,25,K,RISE,150,,05-Dec-19,WATDVSN1,Zone,O,270,0,0
70462,PUN-PSA,1,681,680,25,99,K,LEVEL,0,,05-Dec-19,WATDVSN1,Zone,O,260,0,0
70463,PUN-PSA,1,680,680,99,59,K,FALL,400,,05-Dec-19,WATDVSN1,Zone,O,400,0,0
70464,PUN-PSA,1,680,679,59,33,K,RISE,670,,05-Dec-19,WATDVSN1,Zone,O,1260,0,0
70465,PUN-PSA,1,679,678,33,33,K,RISE,510,,05-Dec-19,WATDVSN1,Zone,O,1000,0,0
70466,PUN-PSA,1,678,677,33,6,K,RISE,160,,05-Dec-19,WATDVSN1,Zone,O,1270,0,0
70467,PUN-PSA,1,677,676,6,36,K,RISE,400,,05-Dec-19,WATDVSN1,Zone,O,700,0,0
70468,PUN-PSA,1,676,676,36,8,K,RISE,100,,05-Dec-19,WATDVSN1,Zone,O,280,0,0
70469,PUN-PSA,1,688,688,46,26,K,LEVEL,0,,05-Dec-19,WATDVSN1,Zone,O,200,0,0
70470,PUN-PSA,1,688,687,26,77,K,FALL,400,,05-Dec-19,WATDVSN1,Zone,O,490,0,0
70471,PUN-PSA,1,687,685,77,67,K,FALL,150,,05-Dec-19,WATDVSN1,Zone,O,2100,0,0
70472,PUN-PSA,1,685,685,67,52,K,FALL,513,,05-Dec-19,WATDVSN1,Zone,O,150,0,0
70473,PUN-PSA,1,685,684,52,92,K,FALL,1418,,05-Dec-19,WATDVSN1,Zone,O,600,0,0
70474,PUN-PSA,1,684,684,92,0,K,RISE,400,,05-Dec-19,WATDVSN1,Zone,O,920,0,0
70475,PUN-PSA,1,684,683,0,75,K,FALL,580,,05-Dec-19,WATDVSN1,Zone,O,250,0,0
70476,PUN-PSA,1,683,683,75,60,K,LEVEL,0,,05-Dec-19,WATDVSN1,Zone,O,150,0,0
